ETABLISSEMENT_ID,NBRE_ENTREPRISE,CATEGORIE-0,CATEGORIE-1,CATEGORIE-2,CATEGORIE-3,CATEGORIE-4,CATEGORIE-5,CATEGORIE-6,CATEGORIE-7,CATEGORIE-8,CODGEO
et13554,9,9,0,0,0,0,0,0,0,0,32100
et13555,9,8,1,0,0,0,0,0,0,0,32101
et13556,11,10,1,0,0,0,0,0,0,0,32102
et13557,14,12,2,0,0,0,0,0,0,0,32103
et13558,18,15,3,0,0,0,0,0,0,0,32104
et13559,8,8,0,0,0,0,0,0,0,0,32105
et13560,65,46,11,3,3,0,2,0,0,0,32106
et13561,656,397,193,33,19,9,4,1,0,0,32107
et13562,9,7,1,1,0,0,0,0,0,0,32108
et13563,12,11,1,0,0,0,0,0,0,0,32109
et13564,21,17,2,1,1,0,0,0,0,0,32110
et13565,6,6,0,0,0,0,0,0,0,0,32111
et13566,11,9,2,0,0,0,0,0,0,0,32112
et13567,5,5,0,0,0,0,0,0,0,0,32113
et13568,6,6,0,0,0,0,0,0,0,0,32114
et13569,18,13,4,1,0,0,0,0,0,0,32115
et13570,7,6,1,0,0,0,0,0,0,0,32116
et13571,30,25,5,0,0,0,0,0,0,0,32117
et13572,5,5,0,0,0,0,0,0,0,0,32118
et13573,386,231,115,22,9,6,1,1,1,0,32119
et13574,22,19,3,0,0,0,0,0,0,0,32120
et13575,38,34,2,1,1,0,0,0,0,0,32121
et13576,14,11,3,0,0,0,0,0,0,0,32122
et13577,23,19,3,0,0,1,0,0,0,0,32123
et13578,13,11,2,0,0,0,0,0,0,0,32124
et13579,7,6,1,0,0,0,0,0,0,0,32125
et13580,8,7,1,0,0,0,0,0,0,0,32126
et13581,51,33,17,1,0,0,0,0,0,0,32127
et13582,18,13,4,1,0,0,0,0,0,0,32128
et13583,6,6,0,0,0,0,0,0,0,0,32129
et13584,10,8,2,0,0,0,0,0,0,0,32130
et13585,4,3,1,0,0,0,0,0,0,0,32131
et13586,519,328,126,30,18,11,5,0,1,0,32132
et13587,23,20,3,0,0,0,0,0,0,0,32133
et13588,11,7,4,0,0,0,0,0,0,0,32134
et13589,10,8,2,0,0,0,0,0,0,0,32135
et13590,10,8,1,1,0,0,0,0,0,0,32136
et13591,5,4,1,0,0,0,0,0,0,0,32138
et13592,9,8,1,0,0,0,0,0,0,0,32139
et13593,4,2,2,0,0,0,0,0,0,0,32140
et13594,13,11,1,1,0,0,0,0,0,0,32141
et13595,9,6,3,0,0,0,0,0,0,0,32142
et13596,26,24,2,0,0,0,0,0,0,0,32143
et13597,7,7,0,0,0,0,0,0,0,0,32144
et13598,4,3,1,0,0,0,0,0,0,0,32145
et13599,11,9,2,0,0,0,0,0,0,0,32146
et13600,300,174,91,13,14,4,3,1,0,0,32147
et13601,10,9,0,0,1,0,0,0,0,0,32148
et13602,88,56,24,4,4,0,0,0,0,0,32149
et13603,10,9,1,0,0,0,0,0,0,0,32150
et13604,5,5,0,0,0,0,0,0,0,0,32151
et13605,7,6,1,0,0,0,0,0,0,0,32152
et13606,8,6,2,0,0,0,0,0,0,0,32153
et13607,11,10,1,0,0,0,0,0,0,0,32154
et13608,71,51,17,1,1,0,0,1,0,0,32155
et13609,8,6,1,1,0,0,0,0,0,0,32156
et13610,6,4,2,0,0,0,0,0,0,0,32157
et13611,11,10,1,0,0,0,0,0,0,0,32158
et13612,35,25,8,1,0,1,0,0,0,0,32159
et13613,737,483,177,27,25,14,9,2,0,0,32160
et13614,5,3,2,0,0,0,0,0,0,0,32161
et13615,73,52,20,0,1,0,0,0,0,0,32162
et13616,14,13,1,0,0,0,0,0,0,0,32163
et13617,9,9,0,0,0,0,0,0,0,0,32164
et13618,9,7,2,0,0,0,0,0,0,0,32165
et13619,5,5,0,0,0,0,0,0,0,0,32166
et13620,17,14,3,0,0,0,0,0,0,0,32167
et13621,15,14,1,0,0,0,0,0,0,0,32168
et13622,8,7,1,0,0,0,0,0,0,0,32169
et13623,5,4,1,0,0,0,0,0,0,0,32170
et13624,10,7,3,0,0,0,0,0,0,0,32171
et13625,13,11,2,0,0,0,0,0,0,0,32172
et13626,17,12,3,1,1,0,0,0,0,0,32173
et13627,13,11,1,1,0,0,0,0,0,0,32174
et13628,13,12,1,0,0,0,0,0,0,0,32175
et13629,4,4,0,0,0,0,0,0,0,0,32176
et13630,7,5,1,0,1,0,0,0,0,0,32177
et13631,7,7,0,0,0,0,0,0,0,0,32178
et13632,34,29,3,1,1,0,0,0,0,0,32180
et13633,20,14,5,0,1,0,0,0,0,0,32181
et13634,4,4,0,0,0,0,0,0,0,0,32182
et13635,6,6,0,0,0,0,0,0,0,0,32183
et13636,1,1,0,0,0,0,0,0,0,0,32184
et13637,6,2,2,2,0,0,0,0,0,0,32185
et13638,1,1,0,0,0,0,0,0,0,0,32186
et13639,5,3,2,0,0,0,0,0,0,0,32187
et13640,5,5,0,0,0,0,0,0,0,0,32188
et13641,4,3,1,0,0,0,0,0,0,0,32189
et13642,38,29,7,1,1,0,0,0,0,0,32190
et13643,12,10,1,0,1,0,0,0,0,0,32191
et13644,15,12,3,0,0,0,0,0,0,0,32192
et13645,13,12,1,0,0,0,0,0,0,0,32193
et13646,18,16,2,0,0,0,0,0,0,0,32194
et13647,6,6,0,0,0,0,0,0,0,0,32195
et13648,9,7,1,0,1,0,0,0,0,0,32196
et13649,16,10,5,1,0,0,0,0,0,0,32197
et13650,10,8,0,1,1,0,0,0,0,0,32198
et13651,13,10,3,0,0,0,0,0,0,0,32199
et13652,19,16,3,0,0,0,0,0,0,0,32200
et13653,31,20,8,3,0,0,0,0,0,0,32201
et13654,25,21,3,1,0,0,0,0,0,0,32202
et13655,25,24,1,0,0,0,0,0,0,0,32203
et13656,19,16,3,0,0,0,0,0,0,0,32204
et13657,8,7,1,0,0,0,0,0,0,0,32205
et13658,13,13,0,0,0,0,0,0,0,0,32206
et13659,12,9,3,0,0,0,0,0,0,0,32207
et13660,349,236,86,11,9,6,0,0,1,0,32208
et13661,11,9,1,1,0,0,0,0,0,0,32209
et13662,26,19,7,0,0,0,0,0,0,0,32210
et13663,12,10,2,0,0,0,0,0,0,0,32211
et13664,14,12,2,0,0,0,0,0,0,0,32212
et13665,156,98,47,3,4,0,4,0,0,0,32213
et13666,11,7,4,0,0,0,0,0,0,0,32214
et13667,10,9,1,0,0,0,0,0,0,0,32215
et13668,8,7,1,0,0,0,0,0,0,0,32216
et13669,5,5,0,0,0,0,0,0,0,0,32217
et13670,6,5,1,0,0,0,0,0,0,0,32218
et13671,25,23,2,0,0,0,0,0,0,0,32219
et13672,8,5,3,0,0,0,0,0,0,0,32220
et13673,15,9,6,0,0,0,0,0,0,0,32221
et13674,19,14,5,0,0,0,0,0,0,0,32222
et13675,3,1,2,0,0,0,0,0,0,0,32223
et13676,14,11,3,0,0,0,0,0,0,0,32224
et13677,4,4,0,0,0,0,0,0,0,0,32225
et13678,1,0,1,0,0,0,0,0,0,0,32226
et13679,57,44,11,0,2,0,0,0,0,0,32227
et13680,6,5,0,0,1,0,0,0,0,0,32228
et13681,6,6,0,0,0,0,0,0,0,0,32229
et13682,2,2,0,0,0,0,0,0,0,0,32230
et13683,21,19,1,0,0,1,0,0,0,0,32231
et13684,6,3,3,0,0,0,0,0,0,0,32232
et13685,174,122,39,4,4,4,1,0,0,0,32233
et13686,7,7,0,0,0,0,0,0,0,0,32234
et13687,9,8,1,0,0,0,0,0,0,0,32235
et13688,2,1,0,1,0,0,0,0,0,0,32236
et13689,25,18,5,1,1,0,0,0,0,0,32237
et13690,11,10,1,0,0,0,0,0,0,0,32238
et13691,32,24,5,1,2,0,0,0,0,0,32239
et13692,6,6,0,0,0,0,0,0,0,0,32240
et13693,16,13,3,0,0,0,0,0,0,0,32241
et13694,120,80,28,6,5,1,0,0,0,0,32242
et13695,15,12,3,0,0,0,0,0,0,0,32243
et13696,12,8,3,0,0,1,0,0,0,0,32244
et13697,15,8,6,0,1,0,0,0,0,0,32245
et13698,10,10,0,0,0,0,0,0,0,0,32246
et13699,28,25,3,0,0,0,0,0,0,0,32247
et13700,9,9,0,0,0,0,0,0,0,0,32248
et13701,175,120,41,3,8,3,0,0,0,0,32249
et13702,8,7,0,1,0,0,0,0,0,0,32250
et13703,1,0,1,0,0,0,0,0,0,0,32251
et13704,99,72,22,1,2,1,1,0,0,0,32252
et13705,43,33,9,0,0,1,0,0,0,0,32253
et13706,21,19,1,1,0,0,0,0,0,0,32254
et13707,4,2,2,0,0,0,0,0,0,0,32255
et13708,329,207,89,18,9,4,1,0,1,0,32256
et13709,3,3,0,0,0,0,0,0,0,0,32257
et13710,12,12,0,0,0,0,0,0,0,0,32258
et13711,2,2,0,0,0,0,0,0,0,0,32260
et13712,12,9,3,0,0,0,0,0,0,0,32261
et13713,15,12,3,0,0,0,0,0,0,0,32262
et13714,7,6,1,0,0,0,0,0,0,0,32263
et13715,7,4,1,0,1,1,0,0,0,0,32264
et13716,5,4,1,0,0,0,0,0,0,0,32265
et13717,4,4,0,0,0,0,0,0,0,0,32266
et13718,7,6,1,0,0,0,0,0,0,0,32267
et13719,34,25,6,1,1,1,0,0,0,0,32268
et13720,40,31,7,0,1,1,0,0,0,0,32269
et13721,4,4,0,0,0,0,0,0,0,0,32270
et13722,23,17,4,2,0,0,0,0,0,0,32271
et13723,12,10,1,1,0,0,0,0,0,0,32272
et13724,12,8,4,0,0,0,0,0,0,0,32273
et13725,12,8,4,0,0,0,0,0,0,0,32274
et13726,1,1,0,0,0,0,0,0,0,0,32275
et13727,1,1,0,0,0,0,0,0,0,0,32276
et13728,12,11,1,0,0,0,0,0,0,0,32277
et13729,10,9,1,0,0,0,0,0,0,0,32278
et13730,28,20,7,1,0,0,0,0,0,0,32279
et13731,5,5,0,0,0,0,0,0,0,0,32280
et13732,9,9,0,0,0,0,0,0,0,0,32281
et13733,20,17,1,0,1,1,0,0,0,0,32282
et13734,14,11,2,0,0,1,0,0,0,0,32283
et13735,8,6,2,0,0,0,0,0,0,0,32284
et13736,41,33,6,2,0,0,0,0,0,0,32285
et13737,46,28,15,0,3,0,0,0,0,0,32286
et13738,8,6,2,0,0,0,0,0,0,0,32287
et13739,9,8,1,0,0,0,0,0,0,0,32288
et13740,16,12,2,0,2,0,0,0,0,0,32289
et13741,106,83,18,1,2,2,0,0,0,0,32290
et13742,8,5,2,1,0,0,0,0,0,0,32291
et13743,22,19,2,0,0,1,0,0,0,0,32292
et13744,8,6,1,0,0,1,0,0,0,0,32293
et13745,6,5,1,0,0,0,0,0,0,0,32294
et13746,11,11,0,0,0,0,0,0,0,0,32295
et13747,240,148,58,18,9,6,0,1,0,0,32296
et13748,20,17,3,0,0,0,0,0,0,0,32297
et13749,17,15,2,0,0,0,0,0,0,0,32298
et13750,10,10,0,0,0,0,0,0,0,0,32299
et13751,12,10,2,0,0,0,0,0,0,0,32300
et13752,53,46,5,1,1,0,0,0,0,0,32301
et13753,9,5,3,1,0,0,0,0,0,0,32302
et13754,3,3,0,0,0,0,0,0,0,0,32303
et13755,11,9,2,0,0,0,0,0,0,0,32304
et13756,28,21,3,1,1,2,0,0,0,0,32305
et13757,31,23,7,1,0,0,0,0,0,0,32306
et13758,172,107,46,8,7,3,1,0,0,0,32307
et13759,8,5,3,0,0,0,0,0,0,0,32308
et13760,13,12,1,0,0,0,0,0,0,0,32309
et13761,3,3,0,0,0,0,0,0,0,0,32310
et13762,10,9,1,0,0,0,0,0,0,0,32311
et13763,25,20,5,0,0,0,0,0,0,0,32312
et13764,9,8,1,0,0,0,0,0,0,0,32313
et13765,6,4,1,0,1,0,0,0,0,0,32314
et13766,18,17,0,0,1,0,0,0,0,0,32315
et13767,5,5,0,0,0,0,0,0,0,0,32316
et13768,5,5,0,0,0,0,0,0,0,0,32317
et13769,3,3,0,0,0,0,0,0,0,0,32318
et13770,136,74,50,6,2,2,2,0,0,0,32319
et13771,8,7,1,0,0,0,0,0,0,0,32320
et13772,17,13,4,0,0,0,0,0,0,0,32321
et13773,14,10,4,0,0,0,0,0,0,0,32322
et13774,4,2,1,1,0,0,0,0,0,0,32323
et13775,3,2,1,0,0,0,0,0,0,0,32324
et13776,7,6,1,0,0,0,0,0,0,0,32325
et13777,12,10,2,0,0,0,0,0,0,0,32326
et13778,2,2,0,0,0,0,0,0,0,0,32327
et13779,14,13,1,0,0,0,0,0,0,0,32328
et13780,9,7,2,0,0,0,0,0,0,0,32329
et13781,11,7,4,0,0,0,0,0,0,0,32330
et13782,71,46,20,1,3,1,0,0,0,0,32331
et13783,10,6,4,0,0,0,0,0,0,0,32332
et13784,8,7,1,0,0,0,0,0,0,0,32333
et13785,75,63,9,1,1,0,1,0,0,0,32334
et13786,42,34,7,1,0,0,0,0,0,0,32335
et13787,7,7,0,0,0,0,0,0,0,0,32336
et13788,5,4,0,0,0,1,0,0,0,0,32337
et13789,3,3,0,0,0,0,0,0,0,0,32338
et13790,5,4,1,0,0,0,0,0,0,0,32339
et13791,9,9,0,0,0,0,0,0,0,0,32340
et13792,10,8,1,1,0,0,0,0,0,0,32341
et13793,6,6,0,0,0,0,0,0,0,0,32342
et13794,16,12,1,2,0,1,0,0,0,0,32343
et13795,153,88,48,7,3,4,2,0,1,0,32344
et13796,58,47,11,0,0,0,0,0,0,0,32345
et13797,9,9,0,0,0,0,0,0,0,0,32346
et13798,19,13,5,0,0,1,0,0,0,0,32347
et13799,41,34,6,0,1,0,0,0,0,0,32348
et13800,4,3,1,0,0,0,0,0,0,0,32349
et13801,3,3,0,0,0,0,0,0,0,0,32350
et13802,8,4,2,1,1,0,0,0,0,0,32351
et13803,14,12,2,0,0,0,0,0,0,0,32352
et13804,9,8,1,0,0,0,0,0,0,0,32353
et13805,10,9,1,0,0,0,0,0,0,0,32354
et13806,6,5,0,1,0,0,0,0,0,0,32355
et13807,4,4,0,0,0,0,0,0,0,0,32356
et13808,4,4,0,0,0,0,0,0,0,0,32357
et13809,12,11,1,0,0,0,0,0,0,0,32358
et13810,10,9,1,0,0,0,0,0,0,0,32359
et13811,12,12,0,0,0,0,0,0,0,0,32360
et13812,4,2,0,0,2,0,0,0,0,0,32361
et13813,6,3,2,0,1,0,0,0,0,0,32362
et13814,8,7,1,0,0,0,0,0,0,0,32363
et13815,8,6,2,0,0,0,0,0,0,0,32364
et13816,23,15,6,1,0,0,0,1,0,0,32365
et13817,9,7,1,1,0,0,0,0,0,0,32366
et13818,5,4,1,0,0,0,0,0,0,0,32367
et13819,27,18,5,0,1,2,1,0,0,0,32368
et13820,16,13,2,0,1,0,0,0,0,0,32369
et13821,89,58,27,0,3,1,0,0,0,0,32370
et13822,6,5,1,0,0,0,0,0,0,0,32371
et13823,6,4,2,0,0,0,0,0,0,0,32372
et13824,12,11,1,0,0,0,0,0,0,0,32373
et13825,6,5,1,0,0,0,0,0,0,0,32374
et13826,10,7,1,1,1,0,0,0,0,0,32375
et13827,8,7,1,0,0,0,0,0,0,0,32376
et13828,8,7,1,0,0,0,0,0,0,0,32377
et13829,21,15,2,2,0,0,0,2,0,0,32378
et13830,14,10,3,1,0,0,0,0,0,0,32379
et13831,6,5,0,0,1,0,0,0,0,0,32380
et13832,33,31,2,0,0,0,0,0,0,0,32381
et13833,27,21,5,1,0,0,0,0,0,0,32382
et13834,11,8,3,0,0,0,0,0,0,0,32383
et13835,13,11,2,0,0,0,0,0,0,0,32384
et13836,13,9,4,0,0,0,0,0,0,0,32385
et13837,7,6,1,0,0,0,0,0,0,0,32386
et13838,6,6,0,0,0,0,0,0,0,0,32387
et13839,26,25,1,0,0,0,0,0,0,0,32388
et13840,27,18,6,3,0,0,0,0,0,0,32389
et13841,17,14,2,0,1,0,0,0,0,0,32390
et13842,11,8,2,0,1,0,0,0,0,0,32391
et13843,5,5,0,0,0,0,0,0,0,0,32392
et13844,16,13,2,0,1,0,0,0,0,0,32393
et13845,23,18,5,0,0,0,0,0,0,0,32394
et13846,11,9,2,0,0,0,0,0,0,0,32395
et13847,14,13,1,0,0,0,0,0,0,0,32396
et13848,22,17,4,0,1,0,0,0,0,0,32397
et13849,22,16,3,1,1,0,0,1,0,0,32398
et13850,6,6,0,0,0,0,0,0,0,0,32399
et13851,13,12,1,0,0,0,0,0,0,0,32400
et13852,5,4,1,0,0,0,0,0,0,0,32401
et13853,5,5,0,0,0,0,0,0,0,0,32402
et13854,6,5,1,0,0,0,0,0,0,0,32403
et13855,55,48,6,0,0,1,0,0,0,0,32404
et13856,4,4,0,0,0,0,0,0,0,0,32405
et13857,19,15,4,0,0,0,0,0,0,0,32406
et13858,8,8,0,0,0,0,0,0,0,0,32407
et13859,5,5,0,0,0,0,0,0,0,0,32408
et13860,4,3,1,0,0,0,0,0,0,0,32409
et13861,243,150,76,11,6,0,0,0,0,0,32410
et13862,6,6,0,0,0,0,0,0,0,0,32411
et13863,73,45,24,2,0,1,1,0,0,0,32412
et13864,6,6,0,0,0,0,0,0,0,0,32413
et13865,14,11,2,0,1,0,0,0,0,0,32414
et13866,6,6,0,0,0,0,0,0,0,0,32415
et13867,27,23,3,0,1,0,0,0,0,0,32416
et13868,29,26,3,0,0,0,0,0,0,0,32417
et13869,16,15,1,0,0,0,0,0,0,0,32418
et13870,6,5,1,0,0,0,0,0,0,0,32419
et13871,2,2,0,0,0,0,0,0,0,0,32420
et13872,4,4,0,0,0,0,0,0,0,0,32421
et13873,3,3,0,0,0,0,0,0,0,0,32422
et13874,6,4,2,0,0,0,0,0,0,0,32423
et13875,17,14,2,1,0,0,0,0,0,0,32424
et13876,40,30,7,1,1,1,0,0,0,0,32425
et13877,82,56,19,1,5,1,0,0,0,0,32426
et13878,5,5,0,0,0,0,0,0,0,0,32427
et13879,2,2,0,0,0,0,0,0,0,0,32428
et13880,19,15,3,1,0,0,0,0,0,0,32429
et13881,7,6,1,0,0,0,0,0,0,0,32430
et13882,2,1,1,0,0,0,0,0,0,0,32431
et13883,9,8,1,0,0,0,0,0,0,0,32432
et13884,61,43,15,1,1,1,0,0,0,0,32433
et13885,7,6,1,0,0,0,0,0,0,0,32434
et13886,8,7,1,0,0,0,0,0,0,0,32435
et13887,29,24,5,0,0,0,0,0,0,0,32436
et13888,12,9,3,0,0,0,0,0,0,0,32437
et13889,7,6,1,0,0,0,0,0,0,0,32438
et13890,4,3,1,0,0,0,0,0,0,0,32439
et13891,8,8,0,0,0,0,0,0,0,0,32440
et13892,5,4,1,0,0,0,0,0,0,0,32441
et13893,29,28,1,0,0,0,0,0,0,0,32442
et13894,7,3,3,0,1,0,0,0,0,0,32443
et13895,9,5,3,0,0,1,0,0,0,0,32444
et13896,6,6,0,0,0,0,0,0,0,0,32445
et13897,11,6,3,2,0,0,0,0,0,0,32446
et13898,3,3,0,0,0,0,0,0,0,0,32447
et13899,30,23,7,0,0,0,0,0,0,0,32448
et13900,15,13,1,1,0,0,0,0,0,0,32449
et13901,10,10,0,0,0,0,0,0,0,0,32450
et13902,7,6,1,0,0,0,0,0,0,0,32451
et13903,24,22,1,1,0,0,0,0,0,0,32452
et13904,5,4,1,0,0,0,0,0,0,0,32453
et13905,0,0,0,0,0,0,0,0,0,0,32454
et13906,8,5,1,1,0,1,0,0,0,0,32455
et13907,4,4,0,0,0,0,0,0,0,0,32456
et13908,14,11,3,0,0,0,0,0,0,0,32457
et13909,18,12,5,0,1,0,0,0,0,0,32458
et13910,89,64,17,1,5,0,2,0,0,0,32459
et13911,12,10,1,0,0,1,0,0,0,0,32460
et13912,5,5,0,0,0,0,0,0,0,0,32461
et13913,305,205,72,13,6,5,4,0,0,0,32462
et13914,44,35,7,1,1,0,0,0,0,0,32463
et13915,73,47,17,4,2,2,0,0,1,0,32464
et13916,7,7,0,0,0,0,0,0,0,0,32465
et13917,10,5,5,0,0,0,0,0,0,0,32466
et13918,5,5,0,0,0,0,0,0,0,0,32467
et13919,4,3,1,0,0,0,0,0,0,0,32468
et13920,96,69,18,5,2,0,1,1,0,0,33001
et13921,66,48,13,0,2,3,0,0,0,0,33002
et13922,771,553,149,27,29,8,4,0,0,1,33003
et13923,156,110,23,6,4,8,1,4,0,0,33004
et13924,1209,873,272,33,18,9,4,0,0,0,33005
et13925,30,22,8,0,0,0,0,0,0,0,33006
et13926,69,49,16,3,1,0,0,0,0,0,33007
et13927,22,16,6,0,0,0,0,0,0,0,33008
et13928,1665,1085,470,46,38,22,4,0,0,0,33009
et13929,16,12,2,1,0,1,0,0,0,0,33010
et13930,519,388,106,9,8,4,2,1,1,0,33011
et13931,202,141,45,8,5,3,0,0,0,0,33012
et13932,732,400,178,60,47,29,14,3,1,0,33013
et13933,52,39,10,1,1,1,0,0,0,0,33014
et13934,177,122,36,7,10,2,0,0,0,0,33015
et13935,26,21,4,0,1,0,0,0,0,0,33016
et13936,13,11,2,0,0,0,0,0,0,0,33017
et13937,57,44,10,3,0,0,0,0,0,0,33018
et13938,353,279,59,8,2,3,1,1,0,0,33019
et13939,6,5,0,0,0,1,0,0,0,0,33020
et13940,64,47,13,3,1,0,0,0,0,0,33021
et13941,147,106,32,2,5,1,1,0,0,0,33022
et13942,70,47,15,5,2,1,0,0,0,0,33023
et13943,16,11,5,0,0,0,0,0,0,0,33024
et13944,20,16,2,2,0,0,0,0,0,0,33025
et13945,18,15,3,0,0,0,0,0,0,0,33026
et13946,19,18,1,0,0,0,0,0,0,0,33027
et13947,57,41,14,0,1,0,1,0,0,0,33028
et13948,313,211,75,15,6,5,0,1,0,0,33029
et13949,129,111,14,2,1,1,0,0,0,0,33030
et13950,4,4,0,0,0,0,0,0,0,0,33031
et13951,428,261,74,25,23,27,7,7,4,0,33032
et13952,73,49,19,4,0,1,0,0,0,0,33033
et13953,16,14,1,1,0,0,0,0,0,0,33034
et13954,20,15,4,1,0,0,0,0,0,0,33035
et13955,429,277,110,17,14,6,3,1,1,0,33036
et13956,157,101,31,13,8,3,0,1,0,0,33037
et13957,62,49,12,0,0,1,0,0,0,0,33038
et13958,2073,1312,484,105,99,43,20,9,1,0,33039
et13959,74,45,23,3,2,0,1,0,0,0,33040
et13960,268,208,46,7,1,5,1,0,0,0,33042
et13961,13,10,3,0,0,0,0,0,0,0,33043
et13962,15,15,0,0,0,0,0,0,0,0,33044
et13963,14,12,2,0,0,0,0,0,0,0,33045
et13964,65,49,11,0,4,0,0,1,0,0,33046
et13965,113,77,30,2,3,0,1,0,0,0,33047
et13966,5,4,1,0,0,0,0,0,0,0,33048
et13967,214,116,44,10,20,17,5,2,0,0,33049
et13968,24,22,2,0,0,0,0,0,0,0,33050
et13969,733,454,186,43,27,14,5,2,2,0,33051
et13970,56,37,12,2,5,0,0,0,0,0,33052
et13971,5,5,0,0,0,0,0,0,0,0,33053
et13972,5,3,2,0,0,0,0,0,0,0,33054
et13973,15,14,0,1,0,0,0,0,0,0,33055
et13974,989,646,203,44,44,31,13,5,1,2,33056
et13975,47,41,6,0,0,0,0,0,0,0,33057
et13976,406,254,114,20,11,4,3,0,0,0,33058
et13977,9,8,1,0,0,0,0,0,0,0,33059
et13978,25,23,2,0,0,0,0,0,0,0,33060
et13979,56,46,7,1,2,0,0,0,0,0,33061
et13980,32,22,7,3,0,0,0,0,0,0,33062
et13981,26116,17800,5883,1017,725,456,127,56,39,13,33063
et13982,1,1,0,0,0,0,0,0,0,0,33064
et13983,240,158,52,14,7,6,1,1,0,1,33065
et13984,7,5,1,0,0,1,0,0,0,0,33066
et13985,169,120,38,4,6,1,0,0,0,0,33067
et13986,10,5,5,0,0,0,0,0,0,0,33068
et13987,1746,1280,340,58,35,20,11,2,0,0,33069
et13988,36,30,6,0,0,0,0,0,0,0,33070
et13989,124,89,26,5,3,0,1,0,0,0,33071
et13990,3,2,1,0,0,0,0,0,0,0,33072
et13991,88,47,18,6,4,8,2,1,1,1,33073
et13992,11,9,2,0,0,0,0,0,0,0,33074
et13993,1332,835,259,76,74,58,23,3,3,1,33075
et13994,26,19,7,0,0,0,0,0,0,0,33076
et13995,106,91,12,0,2,1,0,0,0,0,33077
et13996,16,15,1,0,0,0,0,0,0,0,33078
et13997,15,11,4,0,0,0,0,0,0,0,33079
et13998,377,254,84,15,16,6,1,1,0,0,33080
et13999,257,168,65,14,6,4,0,0,0,0,33081
et14000,45,32,12,0,0,0,1,0,0,0,33082
et14001,45,36,8,0,1,0,0,0,0,0,33083
et14002,79,63,13,1,0,1,1,0,0,0,33084
et14003,194,136,39,8,5,4,2,0,0,0,33085
et14004,29,21,7,1,0,0,0,0,0,0,33086
et14005,16,11,4,1,0,0,0,0,0,0,33087
et14006,34,22,11,1,0,0,0,0,0,0,33088
et14007,13,12,1,0,0,0,0,0,0,0,33089
et14008,495,276,99,29,35,29,16,8,1,2,33090
et14009,49,40,7,0,2,0,0,0,0,0,33091
et14010,12,6,3,2,0,1,0,0,0,0,33092
et14011,41,35,5,0,0,1,0,0,0,0,33093
et14012,10,8,2,0,0,0,0,0,0,0,33094
et14013,83,48,27,5,1,2,0,0,0,0,33095
et14014,425,285,81,19,17,12,9,2,0,0,33096
et14015,297,262,31,4,0,0,0,0,0,0,33097
et14016,14,13,1,0,0,0,0,0,0,0,33098
et14017,196,159,30,2,2,2,1,0,0,0,33099
et14018,69,40,14,8,5,1,0,0,1,0,33100
et14019,61,46,12,3,0,0,0,0,0,0,33101
et14020,16,15,1,0,0,0,0,0,0,0,33102
et14021,4,3,1,0,0,0,0,0,0,0,33103
et14022,270,188,64,9,8,1,0,0,0,0,33104
et14023,14,11,2,0,1,0,0,0,0,0,33105
et14024,68,56,9,2,1,0,0,0,0,0,33106
et14025,19,13,5,0,1,0,0,0,0,0,33107
et14026,274,178,72,13,5,6,0,0,0,0,33108
et14027,98,77,14,3,1,2,1,0,0,0,33109
et14028,75,56,10,3,1,3,2,0,0,0,33111
et14029,7,7,0,0,0,0,0,0,0,0,33112
et14030,4,4,0,0,0,0,0,0,0,0,33113
et14031,176,119,39,7,6,3,2,0,0,0,33114
et14032,13,12,1,0,0,0,0,0,0,0,33115
et14033,14,11,2,0,0,1,0,0,0,0,33116
et14034,8,6,1,1,0,0,0,0,0,0,33117
et14035,110,81,23,3,2,0,1,0,0,0,33118
et14036,1923,1224,501,90,62,34,7,5,0,0,33119
et14037,92,70,15,5,1,0,1,0,0,0,33120
et14038,8,6,2,0,0,0,0,0,0,0,33121
et14039,1179,792,251,47,41,27,12,3,4,2,33122
et14040,93,74,18,1,0,0,0,0,0,0,33123
et14041,20,18,2,0,0,0,0,0,0,0,33124
et14042,112,74,22,8,4,3,0,1,0,0,33125
et14043,36,29,4,3,0,0,0,0,0,0,33126
et14044,11,8,3,0,0,0,0,0,0,0,33127
et14045,24,22,2,0,0,0,0,0,0,0,33128
et14046,8,8,0,0,0,0,0,0,0,0,33129
et14047,48,43,2,1,1,1,0,0,0,0,33130
et14048,9,5,3,1,0,0,0,0,0,0,33131
et14049,12,9,2,1,0,0,0,0,0,0,33132
et14050,3,3,0,0,0,0,0,0,0,0,33133
et14051,5,4,0,1,0,0,0,0,0,0,33134
et14052,3,3,0,0,0,0,0,0,0,0,33135
et14053,15,12,2,1,0,0,0,0,0,0,33136
et14054,7,7,0,0,0,0,0,0,0,0,33137
et14055,530,350,131,19,18,7,3,2,0,0,33138
et14056,7,7,0,0,0,0,0,0,0,0,33139
et14057,350,235,96,10,6,2,1,0,0,0,33140
et14058,29,22,6,0,0,0,0,1,0,0,33141
et14059,70,58,11,0,1,0,0,0,0,0,33142
et14060,101,73,22,3,2,1,0,0,0,0,33143
et14061,35,26,6,2,1,0,0,0,0,0,33144
et14062,21,18,1,0,2,0,0,0,0,0,33145
et14063,84,67,17,0,0,0,0,0,0,0,33146
et14064,22,19,3,0,0,0,0,0,0,0,33147
et14065,12,9,3,0,0,0,0,0,0,0,33148
et14066,1,1,0,0,0,0,0,0,0,0,33149
